region,nok_per_kwh,eur_per_kwh,exr,time_start,time_end
NO2,1.43649,0.14381,9.9888,2022-01-01 19:00:00,2022-01-01 20:00:00
NO2,1.40203,0.14036,9.9888,2022-01-01 20:00:00,2022-01-01 21:00:00
NO2,1.39693,0.13985,9.9888,2022-01-01 21:00:00,2022-01-01 22:00:00
NO2,1.34929,0.13508,9.9888,2022-01-01 22:00:00,2022-01-01 23:00:00
NO2,1.23282,0.12342,9.9888,2022-01-01 23:00:00,2022-01-02 00:00:00
NO2,1.13433,0.11356,9.9888,2022-01-02 00:00:00,2022-01-02 01:00:00
NO2,1.11535,0.11166,9.9888,2022-01-02 01:00:00,2022-01-02 02:00:00
NO2,1.06411,0.10653,9.9888,2022-01-02 02:00:00,2022-01-02 03:00:00
NO2,1.04383,0.1045,9.9888,2022-01-02 03:00:00,2022-01-02 04:00:00
NO2,1.03943,0.10406,9.9888,2022-01-02 04:00:00,2022-01-02 05:00:00
NO2,1.05741,0.10586,9.9888,2022-01-02 05:00:00,2022-01-02 06:00:00
NO2,1.11845,0.11197,9.9888,2022-01-02 06:00:00,2022-01-02 07:00:00
NO2,1.05102,0.10522,9.9888,2022-01-02 07:00:00,2022-01-02 08:00:00
NO2,1.11405,0.11153,9.9888,2022-01-02 08:00:00,2022-01-02 09:00:00
NO2,1.1568,0.11581,9.9888,2022-01-02 09:00:00,2022-01-02 10:00:00
NO2,1.21803,0.12194,9.9888,2022-01-02 10:00:00,2022-01-02 11:00:00
NO2,1.21164,0.1213,9.9888,2022-01-02 11:00:00,2022-01-02 12:00:00
NO2,1.12304,0.11243,9.9888,2022-01-02 12:00:00,2022-01-02 13:00:00
NO2,1.11265,0.11139,9.9888,2022-01-02 13:00:00,2022-01-02 14:00:00
NO2,1.11355,0.11148,9.9888,2022-01-02 14:00:00,2022-01-02 15:00:00
NO2,1.18058,0.11819,9.9888,2022-01-02 15:00:00,2022-01-02 16:00:00
NO2,1.22163,0.1223,9.9888,2022-01-02 16:00:00,2022-01-02 17:00:00
NO2,1.29645,0.12979,9.9888,2022-01-02 17:00:00,2022-01-02 18:00:00
NO2,1.35818,0.13597,9.9888,2022-01-02 18:00:00,2022-01-02 19:00:00
NO2,1.28186,0.12833,9.9888,2022-01-02 19:00:00,2022-01-02 20:00:00
NO2,1.1619,0.11632,9.9888,2022-01-02 20:00:00,2022-01-02 21:00:00
NO2,1.10077,0.1102,9.9888,2022-01-02 21:00:00,2022-01-02 22:00:00
NO2,1.04693,0.10481,9.9888,2022-01-02 22:00:00,2022-01-02 23:00:00
NO2,1.10037,0.11016,9.9888,2022-01-02 23:00:00,2022-01-03 00:00:00
NO2,1.25006,0.12499,10.0013,2022-01-03 00:00:00,2022-01-03 01:00:00
NO2,1.23426,0.12341,10.0013,2022-01-03 01:00:00,2022-01-03 02:00:00
NO2,1.22746,0.12273,10.0013,2022-01-03 02:00:00,2022-01-03 03:00:00
NO2,1.21566,0.12155,10.0013,2022-01-03 03:00:00,2022-01-03 04:00:00
NO2,1.22226,0.12221,10.0013,2022-01-03 04:00:00,2022-01-03 05:00:00
NO2,1.23586,0.12357,10.0013,2022-01-03 05:00:00,2022-01-03 06:00:00
NO2,1.20696,0.12068,10.0013,2022-01-03 06:00:00,2022-01-03 07:00:00
NO2,1.21016,0.121,10.0013,2022-01-03 07:00:00,2022-01-03 08:00:00
NO2,1.26616,0.1266,10.0013,2022-01-03 08:00:00,2022-01-03 09:00:00
NO2,1.32577,0.13256,10.0013,2022-01-03 09:00:00,2022-01-03 10:00:00
NO2,1.22986,0.12297,10.0013,2022-01-03 10:00:00,2022-01-03 11:00:00
NO2,1.23146,0.12313,10.0013,2022-01-03 11:00:00,2022-01-03 12:00:00
NO2,1.23986,0.12397,10.0013,2022-01-03 12:00:00,2022-01-03 13:00:00
NO2,1.26686,0.12667,10.0013,2022-01-03 13:00:00,2022-01-03 14:00:00
NO2,1.33767,0.13375,10.0013,2022-01-03 14:00:00,2022-01-03 15:00:00
NO2,1.37738,0.13772,10.0013,2022-01-03 15:00:00,2022-01-03 16:00:00
NO2,1.37498,0.13748,10.0013,2022-01-03 16:00:00,2022-01-03 17:00:00
NO2,1.43749,0.14373,10.0013,2022-01-03 17:00:00,2022-01-03 18:00:00
NO2,1.45149,0.14513,10.0013,2022-01-03 18:00:00,2022-01-03 19:00:00
NO2,1.42829,0.14281,10.0013,2022-01-03 19:00:00,2022-01-03 20:00:00
NO2,1.42238,0.14222,10.0013,2022-01-03 20:00:00,2022-01-03 21:00:00
NO2,1.39618,0.1396,10.0013,2022-01-03 21:00:00,2022-01-03 22:00:00
NO2,1.30807,0.13079,10.0013,2022-01-03 22:00:00,2022-01-03 23:00:00
NO2,1.13655,0.11364,10.0013,2022-01-03 23:00:00,2022-01-04 00:00:00
NO2,1.31892,0.13171,10.0138,2022-01-04 00:00:00,2022-01-04 01:00:00
NO2,1.32052,0.13187,10.0138,2022-01-04 01:00:00,2022-01-04 02:00:00
NO2,1.28737,0.12856,10.0138,2022-01-04 02:00:00,2022-01-04 03:00:00
NO2,1.15649,0.11549,10.0138,2022-01-04 03:00:00,2022-01-04 04:00:00
NO2,1.13536,0.11338,10.0138,2022-01-04 04:00:00,2022-01-04 05:00:00
NO2,1.33244,0.13306,10.0138,2022-01-04 05:00:00,2022-01-04 06:00:00
NO2,1.43638,0.14344,10.0138,2022-01-04 06:00:00,2022-01-04 07:00:00
NO2,1.55144,0.15493,10.0138,2022-01-04 07:00:00,2022-01-04 08:00:00
NO2,1.68112,0.16788,10.0138,2022-01-04 08:00:00,2022-01-04 09:00:00
NO2,1.6688,0.16665,10.0138,2022-01-04 09:00:00,2022-01-04 10:00:00
NO2,1.67521,0.16729,10.0138,2022-01-04 10:00:00,2022-01-04 11:00:00
NO2,1.64847,0.16462,10.0138,2022-01-04 11:00:00,2022-01-04 12:00:00
NO2,1.60201,0.15998,10.0138,2022-01-04 12:00:00,2022-01-04 13:00:00
NO2,1.55905,0.15569,10.0138,2022-01-04 13:00:00,2022-01-04 14:00:00
NO2,1.55374,0.15516,10.0138,2022-01-04 14:00:00,2022-01-04 15:00:00
NO2,1.58669,0.15845,10.0138,2022-01-04 15:00:00,2022-01-04 16:00:00
NO2,1.61573,0.16135,10.0138,2022-01-04 16:00:00,2022-01-04 17:00:00
NO2,1.67992,0.16776,10.0138,2022-01-04 17:00:00,2022-01-04 18:00:00
NO2,1.64687,0.16446,10.0138,2022-01-04 18:00:00,2022-01-04 19:00:00
NO2,1.54092,0.15388,10.0138,2022-01-04 19:00:00,2022-01-04 20:00:00
NO2,1.47013,0.14681,10.0138,2022-01-04 20:00:00,2022-01-04 21:00:00
NO2,1.41765,0.14157,10.0138,2022-01-04 21:00:00,2022-01-04 22:00:00
NO2,1.37409,0.13722,10.0138,2022-01-04 22:00:00,2022-01-04 23:00:00
NO2,1.14408,0.11425,10.0138,2022-01-04 23:00:00,2022-01-05 00:00:00
NO2,1.32703,0.13314,9.9672,2022-01-05 00:00:00,2022-01-05 01:00:00
NO2,1.22975,0.12338,9.9672,2022-01-05 01:00:00,2022-01-05 02:00:00
NO2,1.11284,0.11165,9.9672,2022-01-05 02:00:00,2022-01-05 03:00:00
NO2,1.03031,0.10337,9.9672,2022-01-05 03:00:00,2022-01-05 04:00:00
NO2,1.05513,0.10586,9.9672,2022-01-05 04:00:00,2022-01-05 05:00:00
NO2,1.21281,0.12168,9.9672,2022-01-05 05:00:00,2022-01-05 06:00:00
NO2,1.37876,0.13833,9.9672,2022-01-05 06:00:00,2022-01-05 07:00:00
NO2,1.38295,0.13875,9.9672,2022-01-05 07:00:00,2022-01-05 08:00:00
NO2,1.38335,0.13879,9.9672,2022-01-05 08:00:00,2022-01-05 09:00:00
NO2,1.38694,0.13915,9.9672,2022-01-05 09:00:00,2022-01-05 10:00:00
NO2,1.38624,0.13908,9.9672,2022-01-05 10:00:00,2022-01-05 11:00:00
NO2,1.37617,0.13807,9.9672,2022-01-05 11:00:00,2022-01-05 12:00:00
NO2,1.36481,0.13693,9.9672,2022-01-05 12:00:00,2022-01-05 13:00:00
NO2,1.36421,0.13687,9.9672,2022-01-05 13:00:00,2022-01-05 14:00:00
NO2,1.36162,0.13661,9.9672,2022-01-05 14:00:00,2022-01-05 15:00:00
NO2,1.366,0.13705,9.9672,2022-01-05 15:00:00,2022-01-05 16:00:00
NO2,1.41205,0.14167,9.9672,2022-01-05 16:00:00,2022-01-05 17:00:00
NO2,1.47604,0.14809,9.9672,2022-01-05 17:00:00,2022-01-05 18:00:00
NO2,1.43288,0.14376,9.9672,2022-01-05 18:00:00,2022-01-05 19:00:00
NO2,1.39631,0.14009,9.9672,2022-01-05 19:00:00,2022-01-05 20:00:00
NO2,1.37199,0.13765,9.9672,2022-01-05 20:00:00,2022-01-05 21:00:00
NO2,1.38544,0.139,9.9672,2022-01-05 21:00:00,2022-01-05 22:00:00
NO2,1.36471,0.13692,9.9672,2022-01-05 22:00:00,2022-01-05 23:00:00
NO2,1.35075,0.13552,9.9672,2022-01-05 23:00:00,2022-01-06 00:00:00
NO2,1.2625,0.12581,10.035,2022-01-06 00:00:00,2022-01-06 01:00:00
NO2,1.25377,0.12494,10.035,2022-01-06 01:00:00,2022-01-06 02:00:00
NO2,1.25448,0.12501,10.035,2022-01-06 02:00:00,2022-01-06 03:00:00
NO2,1.30385,0.12993,10.035,2022-01-06 03:00:00,2022-01-06 04:00:00
NO2,1.4051,0.14002,10.035,2022-01-06 04:00:00,2022-01-06 05:00:00
NO2,1.47404,0.14689,10.035,2022-01-06 05:00:00,2022-01-06 06:00:00
NO2,1.52422,0.15189,10.035,2022-01-06 06:00:00,2022-01-06 07:00:00
NO2,1.54158,0.15362,10.035,2022-01-06 07:00:00,2022-01-06 08:00:00
NO2,1.83279,0.18264,10.035,2022-01-06 08:00:00,2022-01-06 09:00:00
NO2,2.06591,0.20587,10.035,2022-01-06 09:00:00,2022-01-06 10:00:00
NO2,2.09982,0.20925,10.035,2022-01-06 10:00:00,2022-01-06 11:00:00
NO2,2.25496,0.22471,10.035,2022-01-06 11:00:00,2022-01-06 12:00:00
NO2,2.19756,0.21899,10.035,2022-01-06 12:00:00,2022-01-06 13:00:00
NO2,2.03419,0.20271,10.035,2022-01-06 13:00:00,2022-01-06 14:00:00
NO2,2.10093,0.20936,10.035,2022-01-06 14:00:00,2022-01-06 15:00:00
NO2,2.24864,0.22408,10.035,2022-01-06 15:00:00,2022-01-06 16:00:00
NO2,2.39656,0.23882,10.035,2022-01-06 16:00:00,2022-01-06 17:00:00
NO2,2.67092,0.26616,10.035,2022-01-06 17:00:00,2022-01-06 18:00:00
NO2,2.65887,0.26496,10.035,2022-01-06 18:00:00,2022-01-06 19:00:00
NO2,2.14689,0.21394,10.035,2022-01-06 19:00:00,2022-01-06 20:00:00
NO2,2.12331,0.21159,10.035,2022-01-06 20:00:00,2022-01-06 21:00:00
NO2,1.97489,0.1968,10.035,2022-01-06 21:00:00,2022-01-06 22:00:00
NO2,1.56476,0.15593,10.035,2022-01-06 22:00:00,2022-01-06 23:00:00
NO2,1.40269,0.13978,10.035,2022-01-06 23:00:00,2022-01-07 00:00:00
NO2,1.34346,0.13396,10.0288,2022-01-07 00:00:00,2022-01-07 01:00:00
NO2,1.29813,0.12944,10.0288,2022-01-07 01:00:00,2022-01-07 02:00:00
NO2,1.22893,0.12254,10.0288,2022-01-07 02:00:00,2022-01-07 03:00:00
NO2,1.22412,0.12206,10.0288,2022-01-07 03:00:00,2022-01-07 04:00:00
NO2,1.22432,0.12208,10.0288,2022-01-07 04:00:00,2022-01-07 05:00:00
NO2,1.27536,0.12717,10.0288,2022-01-07 05:00:00,2022-01-07 06:00:00
NO2,1.40594,0.14019,10.0288,2022-01-07 06:00:00,2022-01-07 07:00:00
NO2,1.5308,0.15264,10.0288,2022-01-07 07:00:00,2022-01-07 08:00:00
NO2,1.5675,0.1563,10.0288,2022-01-07 08:00:00,2022-01-07 09:00:00
NO2,1.57603,0.15715,10.0288,2022-01-07 09:00:00,2022-01-07 10:00:00
NO2,1.57472,0.15702,10.0288,2022-01-07 10:00:00,2022-01-07 11:00:00
NO2,1.61373,0.16091,10.0288,2022-01-07 11:00:00,2022-01-07 12:00:00
NO2,1.62176,0.16171,10.0288,2022-01-07 12:00:00,2022-01-07 13:00:00
NO2,1.61614,0.16115,10.0288,2022-01-07 13:00:00,2022-01-07 14:00:00
NO2,1.63068,0.1626,10.0288,2022-01-07 14:00:00,2022-01-07 15:00:00
NO2,1.78132,0.17762,10.0288,2022-01-07 15:00:00,2022-01-07 16:00:00
NO2,1.96274,0.19571,10.0288,2022-01-07 16:00:00,2022-01-07 17:00:00
NO2,2.36248,0.23557,10.0288,2022-01-07 17:00:00,2022-01-07 18:00:00
NO2,2.41223,0.24053,10.0288,2022-01-07 18:00:00,2022-01-07 19:00:00
NO2,1.73318,0.17282,10.0288,2022-01-07 19:00:00,2022-01-07 20:00:00
NO2,1.60962,0.1605,10.0288,2022-01-07 20:00:00,2022-01-07 21:00:00
NO2,1.58405,0.15795,10.0288,2022-01-07 21:00:00,2022-01-07 22:00:00
NO2,1.54343,0.1539,10.0288,2022-01-07 22:00:00,2022-01-07 23:00:00
NO2,1.45177,0.14476,10.0288,2022-01-07 23:00:00,2022-01-08 00:00:00
NO2,1.49018,0.14859,10.0288,2022-01-08 00:00:00,2022-01-08 01:00:00
NO2,1.46501,0.14608,10.0288,2022-01-08 01:00:00,2022-01-08 02:00:00
NO2,1.45057,0.14464,10.0288,2022-01-08 02:00:00,2022-01-08 03:00:00
NO2,1.4616,0.14574,10.0288,2022-01-08 03:00:00,2022-01-08 04:00:00
NO2,1.47393,0.14697,10.0288,2022-01-08 04:00:00,2022-01-08 05:00:00
NO2,1.47303,0.14688,10.0288,2022-01-08 05:00:00,2022-01-08 06:00:00
NO2,1.46982,0.14656,10.0288,2022-01-08 06:00:00,2022-01-08 07:00:00
NO2,1.47604,0.14718,10.0288,2022-01-08 07:00:00,2022-01-08 08:00:00
NO2,1.4963,0.1492,10.0288,2022-01-08 08:00:00,2022-01-08 09:00:00
NO2,1.51976,0.15154,10.0288,2022-01-08 09:00:00,2022-01-08 10:00:00
NO2,1.54915,0.15447,10.0288,2022-01-08 10:00:00,2022-01-08 11:00:00
NO2,1.54353,0.15391,10.0288,2022-01-08 11:00:00,2022-01-08 12:00:00
NO2,1.54624,0.15418,10.0288,2022-01-08 12:00:00,2022-01-08 13:00:00
NO2,1.51976,0.15154,10.0288,2022-01-08 13:00:00,2022-01-08 14:00:00
NO2,1.52097,0.15166,10.0288,2022-01-08 14:00:00,2022-01-08 15:00:00
NO2,1.54724,0.15428,10.0288,2022-01-08 15:00:00,2022-01-08 16:00:00
NO2,1.5679,0.15634,10.0288,2022-01-08 16:00:00,2022-01-08 17:00:00
NO2,1.51986,0.15155,10.0288,2022-01-08 17:00:00,2022-01-08 18:00:00
NO2,1.48797,0.14837,10.0288,2022-01-08 18:00:00,2022-01-08 19:00:00
NO2,1.40483,0.14008,10.0288,2022-01-08 19:00:00,2022-01-08 20:00:00
NO2,1.28419,0.12805,10.0288,2022-01-08 20:00:00,2022-01-08 21:00:00
NO2,1.26985,0.12662,10.0288,2022-01-08 21:00:00,2022-01-08 22:00:00
NO2,1.23545,0.12319,10.0288,2022-01-08 22:00:00,2022-01-08 23:00:00
NO2,1.22291,0.12194,10.0288,2022-01-08 23:00:00,2022-01-09 00:00:00
NO2,1.25691,0.12533,10.0288,2022-01-09 00:00:00,2022-01-09 01:00:00
NO2,1.15482,0.11515,10.0288,2022-01-09 01:00:00,2022-01-09 02:00:00
NO2,1.12002,0.11168,10.0288,2022-01-09 02:00:00,2022-01-09 03:00:00
NO2,1.09234,0.10892,10.0288,2022-01-09 03:00:00,2022-01-09 04:00:00
NO2,1.02926,0.10263,10.0288,2022-01-09 04:00:00,2022-01-09 05:00:00
NO2,0.99897,0.09961,10.0288,2022-01-09 05:00:00,2022-01-09 06:00:00
NO2,1.01953,0.10166,10.0288,2022-01-09 06:00:00,2022-01-09 07:00:00
NO2,1.01973,0.10168,10.0288,2022-01-09 07:00:00,2022-01-09 08:00:00
NO2,1.12192,0.11187,10.0288,2022-01-09 08:00:00,2022-01-09 09:00:00
NO2,1.2893,0.12856,10.0288,2022-01-09 09:00:00,2022-01-09 10:00:00
NO2,1.35349,0.13496,10.0288,2022-01-09 10:00:00,2022-01-09 11:00:00
NO2,1.44966,0.14455,10.0288,2022-01-09 11:00:00,2022-01-09 12:00:00
NO2,1.49098,0.14867,10.0288,2022-01-09 12:00:00,2022-01-09 13:00:00
NO2,1.50613,0.15018,10.0288,2022-01-09 13:00:00,2022-01-09 14:00:00
NO2,1.50823,0.15039,10.0288,2022-01-09 14:00:00,2022-01-09 15:00:00
NO2,1.54213,0.15377,10.0288,2022-01-09 15:00:00,2022-01-09 16:00:00
NO2,1.81491,0.18097,10.0288,2022-01-09 16:00:00,2022-01-09 17:00:00
NO2,2.16773,0.21615,10.0288,2022-01-09 17:00:00,2022-01-09 18:00:00
NO2,2.3681,0.23613,10.0288,2022-01-09 18:00:00,2022-01-09 19:00:00
NO2,2.00506,0.19993,10.0288,2022-01-09 19:00:00,2022-01-09 20:00:00
NO2,1.54654,0.15421,10.0288,2022-01-09 20:00:00,2022-01-09 21:00:00
NO2,1.50893,0.15046,10.0288,2022-01-09 21:00:00,2022-01-09 22:00:00
NO2,1.48657,0.14823,10.0288,2022-01-09 22:00:00,2022-01-09 23:00:00
NO2,1.45207,0.14479,10.0288,2022-01-09 23:00:00,2022-01-10 00:00:00
NO2,1.44645,0.14428,10.0253,2022-01-10 00:00:00,2022-01-10 01:00:00
NO2,1.38439,0.13809,10.0253,2022-01-10 01:00:00,2022-01-10 02:00:00
NO2,1.37266,0.13692,10.0253,2022-01-10 02:00:00,2022-01-10 03:00:00
NO2,1.39412,0.13906,10.0253,2022-01-10 03:00:00,2022-01-10 04:00:00
NO2,1.43352,0.14299,10.0253,2022-01-10 04:00:00,2022-01-10 05:00:00
NO2,1.52475,0.15209,10.0253,2022-01-10 05:00:00,2022-01-10 06:00:00
NO2,1.66781,0.16636,10.0253,2022-01-10 06:00:00,2022-01-10 07:00:00
NO2,2.4963,0.249,10.0253,2022-01-10 07:00:00,2022-01-10 08:00:00
NO2,2.86443,0.28572,10.0253,2022-01-10 08:00:00,2022-01-10 09:00:00
NO2,3.05691,0.30492,10.0253,2022-01-10 09:00:00,2022-01-10 10:00:00
NO2,3.0123,0.30047,10.0253,2022-01-10 10:00:00,2022-01-10 11:00:00
NO2,3.00919,0.30016,10.0253,2022-01-10 11:00:00,2022-01-10 12:00:00
NO2,2.91135,0.2904,10.0253,2022-01-10 12:00:00,2022-01-10 13:00:00
NO2,2.80738,0.28003,10.0253,2022-01-10 13:00:00,2022-01-10 14:00:00
NO2,1.60345,0.15994,10.0253,2022-01-10 14:00:00,2022-01-10 15:00:00
NO2,1.69829,0.1694,10.0253,2022-01-10 15:00:00,2022-01-10 16:00:00
NO2,1.62179,0.16177,10.0253,2022-01-10 16:00:00,2022-01-10 17:00:00
NO2,1.63583,0.16317,10.0253,2022-01-10 17:00:00,2022-01-10 18:00:00
NO2,1.80917,0.18046,10.0253,2022-01-10 18:00:00,2022-01-10 19:00:00
NO2,1.55432,0.15504,10.0253,2022-01-10 19:00:00,2022-01-10 20:00:00
NO2,1.60184,0.15978,10.0253,2022-01-10 20:00:00,2022-01-10 21:00:00
NO2,1.63072,0.16266,10.0253,2022-01-10 21:00:00,2022-01-10 22:00:00
NO2,1.55873,0.15548,10.0253,2022-01-10 22:00:00,2022-01-10 23:00:00
NO2,1.5047,0.15009,10.0253,2022-01-10 23:00:00,2022-01-11 00:00:00
NO2,1.47743,0.1475,10.0165,2022-01-11 00:00:00,2022-01-11 01:00:00
NO2,1.43997,0.14376,10.0165,2022-01-11 01:00:00,2022-01-11 02:00:00
NO2,1.40441,0.14021,10.0165,2022-01-11 02:00:00,2022-01-11 03:00:00
NO2,1.40201,0.13997,10.0165,2022-01-11 03:00:00,2022-01-11 04:00:00
NO2,1.41794,0.14156,10.0165,2022-01-11 04:00:00,2022-01-11 05:00:00
NO2,1.47343,0.1471,10.0165,2022-01-11 05:00:00,2022-01-11 06:00:00
NO2,1.47834,0.14759,10.0165,2022-01-11 06:00:00,2022-01-11 07:00:00
NO2,1.52531,0.15228,10.0165,2022-01-11 07:00:00,2022-01-11 08:00:00
NO2,1.54014,0.15376,10.0165,2022-01-11 08:00:00,2022-01-11 09:00:00
NO2,1.53793,0.15354,10.0165,2022-01-11 09:00:00,2022-01-11 10:00:00
NO2,1.53723,0.15347,10.0165,2022-01-11 10:00:00,2022-01-11 11:00:00
NO2,1.56428,0.15617,10.0165,2022-01-11 11:00:00,2022-01-11 12:00:00
NO2,1.54024,0.15377,10.0165,2022-01-11 12:00:00,2022-01-11 13:00:00
NO2,1.53272,0.15302,10.0165,2022-01-11 13:00:00,2022-01-11 14:00:00
NO2,1.53353,0.1531,10.0165,2022-01-11 14:00:00,2022-01-11 15:00:00
NO2,1.54214,0.15396,10.0165,2022-01-11 15:00:00,2022-01-11 16:00:00
NO2,1.56688,0.15643,10.0165,2022-01-11 16:00:00,2022-01-11 17:00:00
NO2,1.68878,0.1686,10.0165,2022-01-11 17:00:00,2022-01-11 18:00:00
NO2,1.63419,0.16315,10.0165,2022-01-11 18:00:00,2022-01-11 19:00:00
NO2,1.53653,0.1534,10.0165,2022-01-11 19:00:00,2022-01-11 20:00:00
NO2,1.53383,0.15313,10.0165,2022-01-11 20:00:00,2022-01-11 21:00:00
NO2,1.53883,0.15363,10.0165,2022-01-11 21:00:00,2022-01-11 22:00:00
NO2,1.50808,0.15056,10.0165,2022-01-11 22:00:00,2022-01-11 23:00:00
NO2,1.456,0.14536,10.0165,2022-01-11 23:00:00,2022-01-12 00:00:00
NO2,1.42294,0.14334,9.927,2022-01-12 00:00:00,2022-01-12 01:00:00
NO2,1.39852,0.14088,9.927,2022-01-12 01:00:00,2022-01-12 02:00:00
NO2,1.38482,0.1395,9.927,2022-01-12 02:00:00,2022-01-12 03:00:00
NO2,1.38233,0.13925,9.927,2022-01-12 03:00:00,2022-01-12 04:00:00
NO2,1.39097,0.14012,9.927,2022-01-12 04:00:00,2022-01-12 05:00:00
NO2,1.40755,0.14179,9.927,2022-01-12 05:00:00,2022-01-12 06:00:00
NO2,1.40785,0.14182,9.927,2022-01-12 06:00:00,2022-01-12 07:00:00
NO2,1.4549,0.14656,9.927,2022-01-12 07:00:00,2022-01-12 08:00:00
NO2,1.47902,0.14899,9.927,2022-01-12 08:00:00,2022-01-12 09:00:00
NO2,1.44974,0.14604,9.927,2022-01-12 09:00:00,2022-01-12 10:00:00
NO2,1.42562,0.14361,9.927,2022-01-12 10:00:00,2022-01-12 11:00:00
NO2,1.39167,0.14019,9.927,2022-01-12 11:00:00,2022-01-12 12:00:00
NO2,1.38978,0.14,9.927,2022-01-12 12:00:00,2022-01-12 13:00:00
NO2,1.38025,0.13904,9.927,2022-01-12 13:00:00,2022-01-12 14:00:00
NO2,1.36337,0.13734,9.927,2022-01-12 14:00:00,2022-01-12 15:00:00
NO2,1.35553,0.13655,9.927,2022-01-12 15:00:00,2022-01-12 16:00:00
NO2,1.35643,0.13664,9.927,2022-01-12 16:00:00,2022-01-12 17:00:00
NO2,1.35543,0.13654,9.927,2022-01-12 17:00:00,2022-01-12 18:00:00
NO2,1.34322,0.13531,9.927,2022-01-12 18:00:00,2022-01-12 19:00:00
NO2,1.3188,0.13285,9.927,2022-01-12 19:00:00,2022-01-12 20:00:00
NO2,1.30222,0.13118,9.927,2022-01-12 20:00:00,2022-01-12 21:00:00
NO2,1.29756,0.13071,9.927,2022-01-12 21:00:00,2022-01-12 22:00:00
NO2,1.28167,0.12911,9.927,2022-01-12 22:00:00,2022-01-12 23:00:00
NO2,1.26877,0.12781,9.927,2022-01-12 23:00:00,2022-01-13 00:00:00
NO2,1.25636,0.12648,9.9333,2022-01-13 00:00:00,2022-01-13 01:00:00
NO2,1.23918,0.12475,9.9333,2022-01-13 01:00:00,2022-01-13 02:00:00
NO2,1.21504,0.12232,9.9333,2022-01-13 02:00:00,2022-01-13 03:00:00
NO2,1.2063,0.12144,9.9333,2022-01-13 03:00:00,2022-01-13 04:00:00
NO2,1.20163,0.12097,9.9333,2022-01-13 04:00:00,2022-01-13 05:00:00
NO2,1.20709,0.12152,9.9333,2022-01-13 05:00:00,2022-01-13 06:00:00
NO2,1.2357,0.1244,9.9333,2022-01-13 06:00:00,2022-01-13 07:00:00
NO2,1.29034,0.1299,9.9333,2022-01-13 07:00:00,2022-01-13 08:00:00
NO2,1.31765,0.13265,9.9333,2022-01-13 08:00:00,2022-01-13 09:00:00
NO2,1.32421,0.13331,9.9333,2022-01-13 09:00:00,2022-01-13 10:00:00
NO2,1.3254,0.13343,9.9333,2022-01-13 10:00:00,2022-01-13 11:00:00
NO2,1.31934,0.13282,9.9333,2022-01-13 11:00:00,2022-01-13 12:00:00
NO2,1.29451,0.13032,9.9333,2022-01-13 12:00:00,2022-01-13 13:00:00
NO2,1.29103,0.12997,9.9333,2022-01-13 13:00:00,2022-01-13 14:00:00
NO2,1.29044,0.12991,9.9333,2022-01-13 14:00:00,2022-01-13 15:00:00
NO2,1.28944,0.12981,9.9333,2022-01-13 15:00:00,2022-01-13 16:00:00
NO2,1.2949,0.13036,9.9333,2022-01-13 16:00:00,2022-01-13 17:00:00
NO2,1.29361,0.13023,9.9333,2022-01-13 17:00:00,2022-01-13 18:00:00
NO2,1.29471,0.13034,9.9333,2022-01-13 18:00:00,2022-01-13 19:00:00
